gene,crc_expr
AC009053.2,0.004235093740381087
AC009055.2,7.677518362613866e-05
AC009060.3,0.000449814094702605
AC009061.1,0.0005052530514404358
AC009061.2,0.004303925599226264
AC009065.1,0.00020008329038183215
AC009065.3,0.0003039405494062754
AC009065.4,0.0018101812178346179
AC009065.8,0.0013737994306633329
AC009075.1,9.699814882135327e-05
AC009088.1,0.011128308241189884
AC009088.2,0.00036220244632299863
AC009088.3,0.00019770463481514074
AC009090.2,0.00015330104976328675
AC009090.3,0.0003515017751484286
AC009093.1,0.0005880536854337426
AC009093.2,0.007198329992299807
AC009093.5,0.00028848220632100456
AC009093.6,0.000759951292949003
AC009095.1,0.0005757730915600337
AC009097.1,0.00014021712117715172
AC009097.2,0.0003863772191075873
AC009097.3,0.0005678499725322898
AC009097.4,0.0007037146049179447
AC009108.3,0.0007880673368763511
AC009113.1,0.012422638633460902
AC009118.2,0.0016284644179169348
AC009118.3,0.008264920528805526
AC009119.1,0.0008787410321976568
AC009120.10,0.0007527900367677951
AC009120.11,0.0010281462593449853
AC009120.3,0.0002670775814819045
AC009120.4,0.0017988299108248472
AC009121.2,0.000983253367675711
AC009123.1,0.00020602988128736789
AC009126.1,0.008199347863441188
AC009133.1,0.00798032155738155
AC009133.12,0.026283646005544115
AC009133.17,0.0005695666586541876
AC009133.2,0.00031702032386455957
AC009133.21,0.0015677095084815715
AC009133.3,0.0012630362762233941
AC009133.4,0.0021299131388398656
